date,timestamp,country,min_lon,min_lat,max_lon,max_lat,mean_lat,mean_lon,area,degrees_lon,degrees_lat,code_class1,name_class1,code_class2,name_class2,model,test_data%,samples,scale,seed,accuracy,roc_auc,class_1_pre,class_1_recall,class_1_f1,class_2_precision,class_2_recall,class_2_f1,train_samples,test_samples,embedding,importance,embedding,importance,embedding,importance,embedding,importance,embedding,importance,embedding,impA01,embedding,impA02,embedding,impA03,embedding,impA04,embedding,impA05,embedding,impA06,embedding,impA07,embedding,impA08,embedding,impA09,embedding,impA10,embedding,impA11,embedding,impA12,embedding,impA13,embedding,impA14,embedding,impA15,embedding,impA16,embedding,impA17,embedding,impA18,embedding,impA19,embedding,impA20,embedding,impA21,embedding,impA22,embedding,impA23,embedding,impA24,embedding,impA25,embedding,impA26,embedding,impA27,embedding,impA28,embedding,impA29,embedding,impA30,embedding,imp31,embedding,impA032,embedding,impA33,embedding,impA34,embedding,impA35,embedding,impA36,embedding,impA37,embedding,impA38,embedding,impA39,embedding,impA40,embedding,impA41,embedding,impA42,embedding,impA43,embedding,impA44,embedding,impA45,embedding,impA46,embedding,impA47,embedding,impA48,embedding,impA49,embedding,impA50,embedding,impA51,embedding,impA52,embedding,impA53,embedding,impA54,embedding,impA55,embedding,impA56,embedding,impA57,embedding,impA58,embedding,impA59,embedding,impA60,embedding,impA61,embedding,impA62,embedding,impA63,embedding,impA64,feedback,acc_1e,acc_2e,acc_3e,acc_4e,acc_5e,acc_6e,acc_7e,acc_8e,acc_9e,acc_10e,acc_11e,acc_12e,acc_13e,acc_14e,acc_15e,acc_16e,acc_17e,acc_18e,acc_19e,acc_20e,acc_21e,acc_22e,acc_23e,acc_24e,acc_25e,acc_26e,acc_27e,acc_28e,acc_29e,acc_30e,auc_1e,auc_2e,auc_3e,auc_4e,auc_5e,auc_6e,auc_7e,auc_8e,auc_9e,auc_10e,auc_11e,auc_12e,auc_13e,auc_14e,auc_15e,auc_16e,auc_17e,auc_18e,auc_19e,auc_20e,auc_21e,auc_22e,auc_23e,auc_24e,auc_25e,auc_26e,auc_27e,auc_28e,auc_29e,auc_30e,prec_class1_1e,prec_class1_2e,prec_class1_3e,prec_class1_4e,prec_class1_5e,prec_class1_6e,prec_class1_7e,prec_class1_8e,prec_class1_9e,prec_class1_10e,prec_class1_11e,prec_class1_12e,prec_class1_13e,prec_class1_14e,prec_class1_15e,prec_class1_16e,prec_class1_17e,prec_class1_18e,prec_class1_19e,prec_class1_20e,prec_class1_21e,prec_class1_22e,prec_class1_23e,prec_class1_24e,prec_class1_25e,prec_class1_26e,prec_class1_27e,prec_class1_28e,prec_class1_29e,prec_class1_30e,rec_class1_1e,rec_class1_2e,rec_class1_3e,rec_class1_4e,rec_class1_5e,rec_class1_6e,rec_class1_7e,rec_class1_8e,rec_class1_9e,rec_class1_10e,rec_class1_11e,rec_class1_12e,rec_class1_13e,rec_class1_14e,rec_class1_15e,rec_class1_16e,rec_class1_17e,rec_class1_18e,rec_class1_19e,rec_class1_20e,rec_class1_21e,rec_class1_22e,rec_class1_23e,rec_class1_24e,rec_class1_25e,rec_class1_26e,rec_class1_27e,rec_class1_28e,rec_class1_29e,rec_class1_30e,f1_class1_1e,f1_class1_2e,f1_class1_3e,f1_class1_4e,f1_class1_5e,f1_class1_6e,f1_class1_7e,f1_class1_8e,f1_class1_9e,f1_class1_10e,f1_class1_11e,f1_class1_12e,f1_class1_13e,f1_class1_14e,f1_class1_15e,f1_class1_16e,f1_class1_17e,f1_class1_18e,f1_class1_19e,f1_class1_20e,f1_class1_21e,f1_class1_22e,f1_class1_23e,f1_class1_24e,f1_class1_25e,f1_class1_26e,f1_class1_27e,f1_class1_28e,f1_class1_29e,f1_class1_30e,prec_class2_1e,prec_class2_2e,prec_class2_3e,prec_class2_4e,prec_class2_5e,prec_class2_6e,prec_class2_7e,prec_class2_8e,prec_class2_9e,prec_class2_10e,prec_class2_11e,prec_class2_12e,prec_class2_13e,prec_class2_14e,prec_class2_15e,prec_class2_16e,prec_class2_17e,prec_class2_18e,prec_class2_19e,prec_class2_20e,prec_class2_21e,prec_class2_22e,prec_class2_23e,prec_class2_24e,prec_class2_25e,prec_class2_26e,prec_class2_27e,prec_class2_28e,prec_class2_29e,prec_class2_30e,rec_class2_1e,rec_class2_2e,rec_class2_3e,rec_class2_4e,rec_class2_5e,rec_class2_6e,rec_class2_7e,rec_class2_8e,rec_class2_9e,rec_class2_10e,rec_class2_11e,rec_class2_12e,rec_class2_13e,rec_class2_14e,rec_class2_15e,rec_class2_16e,rec_class2_17e,rec_class2_18e,rec_class2_19e,rec_class2_20e,rec_class2_21e,rec_class2_22e,rec_class2_23e,rec_class2_24e,rec_class2_25e,rec_class2_26e,rec_class2_27e,rec_class2_28e,rec_class2_29e,rec_class2_30e,f1_class2_1e,f1_class2_2e,f1_class2_3e,f1_class2_4e,f1_class2_5e,f1_class2_6e,f1_class2_7e,f1_class2_8e,f1_class2_9e,f1_class2_10e,f1_class2_11e,f1_class2_12e,f1_class2_13e,f1_class2_14e,f1_class2_15e,f1_class2_16e,f1_class2_17e,f1_class2_18e,f1_class2_19e,f1_class2_20e,f1_class2_21e,f1_class2_22e,f1_class2_23e,f1_class2_24e,f1_class2_25e,f1_class2_26e,f1_class2_27e,f1_class2_28e,f1_class2_29e,f1_class2_30e
2025 10 09 18,2025-10-09T18:11:40.798408,Armenia,"-0,9061838127","35,39371057","-0,3554364453","35,87961068","35,63666063","-0,630810129","0,5507473674","0,4859001123","0,2676082077",50,Built-up,999,All other classes,rf,25,111,100,42,"0,9285714286","0,9719387755","0,9615384615","0,8928571429","0,9259259259","0,9","0,9642857143","0,9310344828",166,56,A02,"10,30952811",A37,"7,530113192",A56,"6,820322189",A15,"6,59178249",A35,"5,69366302",A01,"1,399280363",A02,"10,30952811",A03,"1,166048309",A04,"1,290358886",A05,"0,5787718925",A06,"3,718135719",A07,"0,6315823244",A08,"1,32246834",A09,"1,60379466",A10,"0,6354762963",A11,"0,4186036481",A12,"0,4658959593",A13,"0,1062921499",A14,"1,198168961",A15,"6,59178249",A16,"1,99528377",A17,"1,136916156",A18,"0,5017196701",A19,"0,7324160928",A20,"2,675416362",A21,"2,940939367",A22,"0,2745964558",A23,"0,280221049",A24,"1,450774202",A25,"0,4059219887",A26,"2,525403699",A27,"0,2816690524",A28,"0,441338656",A29,"0,3423100957",A30,"1,240719967",A31,"0,4834250003",A32,"0,7984880603",A33,"3,788929728",A34,"0,459122439",A35,"5,69366302",A36,"0,6656125958",A37,"7,530113192",A38,"0,3514191886",A39,"1,061087591",A40,"0,5737660797",A41,"0,3218145007",A42,"0,7018183308",A43,"3,941661522",A44,"0,2442262294",A45,"0,7031175918",A46,"0,7477719283",A47,"0,3831992011",A48,"0,2778198992",A49,"1,250118076",A50,"0,1732135609",A51,"0,6986879137",A52,"4,317362646",A53,"0,8179635538",A54,"0,7401410131",A55,"0,2988926886",A56,"6,820322189",A57,"2,298511528",A58,"0,3479160017",A59,"0,3314817577",A60,"0,7833315519",A61,"2,061120204",A62,"0,475770645",A63,"0,6757717932",A64,"0,5205040889",Automated run #421 - Africa region analysis (attempt #2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025 10 09 18,2025-10-09T18:12:14.361440,Armenia,"-7,16023364","31,9779515","-7,025054809","32,18644277","32,08219714","-7,092644224","0,135178831","0,2084912731","0,02818360657",50,Built-up,999,All other classes,gbt,25,219,100,42,"0,9444444444","0,9839572193","0,9333333333","0,8235294118","0,875","0,9473684211","0,9818181818","0,9642857143",216,72,A37,"31,46669277",A04,"18,97750548",A03,"7,74969899",A58,"5,507510787",A25,"4,727023873",A01,"0,2539546004",A02,"0,05062750915",A03,"7,74969899",A04,"18,97750548",A05,"0,006027648669",A06,"0,06794658301",A07,"0,1515567517",A08,"0,8677148492",A09,"2,32306201",A10,"0,008484792405",A11,0,A12,"0,1378881251",A13,"2,683649926",A14,"0,334536154",A15,"0,925575959",A16,"1,716404767",A17,"0,1575534731",A18,"2,21028942",A19,"0,02042350356",A20,"0,1639175059",A21,"0,64339794",A22,"0,01700893795",A23,"0,0440619435",A24,"1,068251978",A25,"4,727023873",A26,"0,058615188",A27,"0,002670547492",A28,0,A29,"0,1831506454",A30,"4,176934586",A31,"0,002225000844",A32,"0,5268237441",A33,"0,00000675309818",A34,"0,148917497",A35,"1,98586459",A36,"0,2364816363",A37,"31,46669277",A38,"0,000881515794",A39,"3,269167291",A40,0,A41,"0,005876662598",A42,"0,0003766749125",A43,"0,3506336172",A44,"0,004044845551",A45,"0,01208225034",A46,"2,85160124",A47,"0,3382768989",A48,"0,04957773088",A49,"0,0001746206516",A50,"0,03702091648",A51,"0,02134066946",A52,"0,5841458669",A53,"0,3963372212",A54,"0,02482816893",A55,"0,809173988",A56,"0,1256127995",A57,"0,002837355534",A58,"5,507510787",A59,"0,01820038008",A60,"1,327477813",A61,"0,08426449083",A62,"0,006344625114",A63,"0,07715583499",A64,"0,0001100509989",Automated run #422 - Africa region analysis (attempt #4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025 10 09 18,2025-10-09T18:12:54.857860,Armenia,"10,27502523","46,88203391","10,83379136","47,80574793","47,34389092","10,5544083","0,5587661307","0,9237140226","0,5161401103",50,Built-up,999,All other classes,gbt,25,187,100,42,"0,9893617021","0,9995473065","0,9791666667",1,"0,9894736842",1,"0,9787234043","0,9892473118",280,94,A32,"50,54992359",A02,"12,10287415",A56,"11,05009075",A17,"5,661109999",A05,"4,399415965",A01,"0,2103756014",A02,"12,10287415",A03,"0,1377375459",A04,"0,0003435846219",A05,"4,399415965",A06,"0,03522504579",A07,"1,671995867",A08,"0,05342980692",A09,"0,3781785474",A10,"0,004676159178",A11,"0,007758577955",A12,"0,2153732613",A13,0,A14,"1,710362494",A15,"0,0002825624179",A16,"0,152829978",A17,"5,661109999",A18,"0,6734954406",A19,"0,1720734314",A20,"0,02640760897",A21,"0,002550676839",A22,"0,2635237991",A23,"0,03819815436",A24,"0,001622777831",A25,"0,4852794813",A26,"0,000331849896",A27,"0,007272253676",A28,"0,0476071096",A29,"0,02666376504",A30,"0,05560647409",A31,"0,1242286457",A32,"50,54992359",A33,"0,008228243543",A34,"0,1433225904",A35,"1,197785867",A36,"0,02153883852",A37,"0,01761995979",A38,"0,008086686365",A39,"0,001902049488",A40,"0,001121228511",A41,"0,3271834165",A42,"0,004519262486",A43,"0,0008835425293",A44,"0,01163730246",A45,"0,1598114222",A46,"0,2607977496",A47,"0,3343137284",A48,0,A49,"1,237821403",A50,0,A51,"0,8487337633",A52,"3,15498918",A53,"0,07172333561",A54,0,A55,"0,5200929801",A56,"11,05009075",A57,"0,2800804514",A58,"0,0002067936989",A59,"0,06428885741",A60,"0,116739347",A61,"0,4386916731",A62,"0,09098621654",A63,"0,383891798",A64,"0,02615736739",Automated run #423 - Europe region analysis (attempt #2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025 10 09 18,2025-10-09T18:13:29.247879,Armenia,"-72,97770213","-43,01294697","-72,02335346","-42,82989635","-42,92142166","-72,5005278","0,9543486746","0,1830506165","0,1746941133",50,Built-up,999,All other classes,gbt,25,76,100,42,1,1,1,1,1,1,1,1,114,38,A35,"96,55172414",A09,"1,202607591",A40,"1,006102127",A26,"0,7309611098",A17,"0,5086050344",A01,0,A02,0,A03,0,A04,0,A05,0,A06,0,A07,0,A08,0,A09,"1,202607591",A10,0,A11,0,A12,0,A13,0,A14,0,A15,0,A16,0,A17,"0,5086050344",A18,0,A19,0,A20,0,A21,0,A22,0,A23,0,A24,0,A25,0,A26,"0,7309611098",A27,0,A28,0,A29,0,A30,0,A31,0,A32,0,A33,0,A34,0,A35,"96,55172414",A36,0,A37,0,A38,0,A39,0,A40,"1,006102127",A41,0,A42,0,A43,0,A44,0,A45,0,A46,0,A47,0,A48,0,A49,0,A50,0,A51,0,A52,0,A53,0,A54,0,A55,0,A56,0,A57,0,A58,0,A59,0,A60,0,A61,0,A62,0,A63,0,A64,0,Automated run #424 - South America region analysis (attempt #4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025 10 09 18,2025-10-09T18:14:28.223254,Armenia,"27,81958486","-32,11946632","28,80700182","-31,58497956","-31,85222294","28,31329334","0,9874169607","0,5344867596","0,5277612917",50,Built-up,999,All other classes,rf,25,124,100,42,"0,8709677419","0,9677419355","0,9259259259","0,8064516129","0,8620689655","0,8285714286","0,935483871","0,8787878788",186,62,A39,"10,09097683",A17,"8,120826889",A63,"5,647616618",A57,"5,153963613",A01,"3,740788422",A01,"3,740788422",A02,"0,8715122523",A03,"0,433617391",A04,"0,6596423054",A05,"0,5641739925",A06,"0,3009193342",A07,"0,4557557003",A08,"2,536497114",A09,"3,670539468",A10,"0,3681052185",A11,"1,384023918",A12,"0,7341551762",A13,"0,4816107978",A14,"0,3929156031",A15,"2,194665367",A16,"0,8234962176",A17,"8,120826889",A18,"0,3709326272",A19,"0,6263970639",A20,"0,5267027522",A21,"0,8523832311",A22,"0,3234738634",A23,"0,31804238",A24,"0,4774503896",A25,"3,037322572",A26,"3,383804636",A27,"0,861228365",A28,"0,5585037096",A29,"0,6648182385",A30,"0,952109095",A31,"0,3116909294",A32,"0,7038681255",A33,"2,655869134",A34,"1,278520741",A35,"1,551712495",A36,"0,6573224853",A37,"3,48128452",A38,"0,583368706",A39,"10,09097683",A40,"1,308353861",A41,"1,231234311",A42,"2,051484057",A43,"1,411363286",A44,"1,968583441",A45,"0,4422578488",A46,"1,581976511",A47,"0,4874954995",A48,"0,99284177",A49,"0,5470026827",A50,"1,065032496",A51,"1,53868637",A52,"0,5714781867",A53,"1,151522021",A54,"0,2157659173",A55,"0,3737054612",A56,"3,05595752",A57,"5,153963613",A58,"2,61121329",A59,"0,4296875133",A60,"0,3970407259",A61,"0,5966949866",A62,"2,816256092",A63,"5,647616618",A64,"0,3517578629",Automated run #425 - Africa region analysis (attempt #6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025 10 09 18,2025-10-09T18:15:05.277041,Armenia,"130,519033","46,988746","131,2986467","47,48270945","47,23572772","130,9088398","0,7796136698","0,493963452","0,3851006596",50,Built-up,999,All other classes,gbt,25,130,100,42,"0,9538461538","0,9696969697","0,96875","0,9393939394","0,9538461538","0,9393939394","0,96875","0,9538461538",195,65,A18,"82,56105512",A55,"6,081218156",A64,"5,932985893",A17,"1,014572798",A02,"0,9496319662",A01,0,A02,"0,9496319662",A03,"0,001221213677",A04,"0,00003807336926",A05,0,A06,0,A07,"0,01193264867",A08,"0,02002806661",A09,"0,07299381186",A10,"0,05395810348",A11,"0,2884758709",A12,"0,05651753455",A13,0,A14,0,A15,"0,5508704421",A16,0,A17,"1,014572798",A18,"82,56105512",A19,0,A20,0,A21,"0,04770099188",A22,0,A23,"0,02357639595",A24,0,A25,"0,3002200286",A26,0,A27,"0,2076270591",A28,0,A29,"0,3056101209",A30,"0,1636043134",A31,0,A32,0,A33,0,A34,"0,0001188215127",A35,0,A36,0,A37,"0,03557094169",A38,"0,0002185814397",A39,0,A40,"0,1423750146",A41,"0,000003466934963",A42,0,A43,0,A44,0,A45,"0,03123841423",A46,0,A47,0,A48,0,A49,"0,04811625175",A50,0,A51,0,A52,0,A53,"0,006536775332",A54,0,A55,"6,081218156",A56,"0,01038535042",A57,"0,02776625376",A58,"0,05312185043",A59,"0,7194440358",A60,0,A61,0,A62,"0,2812656326",A63,0,A64,"5,932985893",Automated run #426 - Asia region analysis (attempt #3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025 10 09 18,2025-10-09T18:15:48.797262,Armenia,"26,09634296","-32,88525196","26,71984621","-32,7401937","-32,81272283","26,40809458","0,623503246","0,145058253","0,09044429158",50,Built-up,999,All other classes,xgb,25,146,100,42,"0,9178082192","0,9594594595","0,9428571429","0,8918918919","0,9166666667","0,8947368421","0,9444444444","0,9189189189",219,73,A09,"36,19039213",A17,"12,4018138",A35,"11,14748168",A63,"6,283613563",A57,"4,083402629",A01,"1,061093573",A02,"0,7471354066",A03,"0,6074389702",A04,0,A05,"0,1535173105",A06,"0,5986069585",A07,"0,2840915816",A08,"1,016324336",A09,"36,19039213",A10,0,A11,"0,1341955794",A12,0,A13,"1,655613329",A14,"0,4850786852",A15,"0,7513994672",A16,0,A17,"12,4018138",A18,"0,8462127659",A19,"1,025224055",A20,0,A21,0,A22,"0,01667713876",A23,0,A24,"0,5623852143",A25,"2,826871844",A26,0,A27,"0,7512784418",A28,0,A29,0,A30,0,A31,0,A32,0,A33,0,A34,0,A35,"11,14748168",A36,"0,1405788646",A37,0,A38,"0,4157415769",A39,"3,367824624",A40,"0,3803718066",A41,"0,9912005118",A42,"0,3752053177",A43,"1,351989118",A44,"0,944606907",A45,"1,487007987",A46,0,A47,0,A48,"0,2207771736",A49,0,A50,"0,1726740114",A51,0,A52,"2,242163106",A53,0,A54,0,A55,0,A56,"0,1857678718",A57,"4,083402629",A58,0,A59,0,A60,0,A61,"1,27433041",A62,"2,819912256",A63,"6,283613563",A64,0,Automated run #427 - Africa region analysis (attempt #5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025 10 09 18,2025-10-09T18:16:40.232250,Armenia,"14,54778789","57,75676492","15,26946044","58,54713059","58,15194776","14,90862417","0,7216725463","0,7903656673","0,5703852036",50,Built-up,999,All other classes,gbt,25,217,100,42,"0,9449541284","0,9895622896","0,9454545455","0,9454545455","0,9454545455","0,9444444444","0,9444444444","0,9444444444",325,109,A08,"59,90995256",A02,"10,76592742",A25,"6,770899191",A57,"4,592751398",A15,"2,500684091",A01,"0,0008743687805",A02,"10,76592742",A03,"0,8998011081",A04,"0,7562313919",A05,"0,514653236",A06,"0,02325911027",A07,"0,6590014747",A08,"59,90995256",A09,"0,002811760455",A10,"0,02661380547",A11,"0,0008868397629",A12,"0,001267991564",A13,"0,008825962112",A14,"0,03884435389",A15,"2,500684091",A16,"0,01684082445",A17,"0,3113911001",A18,"0,4251211701",A19,"0,1945114586",A20,"0,1876662508",A21,"0,3794799131",A22,"0,02128177483",A23,"0,03152016455",A24,0,A25,"6,770899191",A26,"0,02257170153",A27,"0,735479905",A28,"0,008201232546",A29,"0,4539217186",A30,"0,1573596937",A31,0,A32,"0,2638864581",A33,"0,0002055857727",A34,"0,1884561569",A35,"0,001687824074",A36,"0,3796999097",A37,"0,0153704075",A38,"0,2349169373",A39,"0,0003924249019",A40,"0,04297819921",A41,"0,148564328",A42,"0,4327696162",A43,"0,0153076976",A44,"0,0001906980553",A45,"0,01220273085",A46,"0,0247552475",A47,"0,0002448643425",A48,"0,1708118222",A49,"0,7055430422",A50,"0,00869174636",A51,"0,09000289057",A52,"0,003337794914",A53,"0,5702270727",A54,0,A55,"2,097361812",A56,"1,488344658",A57,"4,592751398",A58,"0,002914282763",A59,"0,1411101247",A60,"0,0348882261",A61,"1,865323247",A62,"0,01178930628",A63,"0,5942310851",A64,"0,03516083074",Automated run #428 - Europe region analysis (attempt #8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025 10 09 18,2025-10-09T18:17:42.667608,Armenia,"-91,63907572","48,54964073","-90,95973809","49,20662239","48,87813156","-91,29940691","0,6793376342","0,6569816598","0,4463123665",50,Built-up,999,All other classes,rf,25,101,100,42,"0,9411764706","0,9953846154","0,96","0,9230769231","0,9411764706","0,9230769231","0,96","0,9411764706",151,51,A32,"17,59387205",A07,"9,964178135",A15,"7,194018756",A64,"4,911820752",A09,"4,017371754",A01,"0,4184432914",A02,"0,4180260159",A03,"2,044588363",A04,"0,4163791562",A05,"0,6549284762",A06,"0,2599143219",A07,"9,964178135",A08,"3,64847659",A09,"4,017371754",A10,"0,1646692593",A11,"0,2076354455",A12,"0,5427179416",A13,"0,4781962921",A14,"0,3528132791",A15,"7,194018756",A16,"0,2694759465",A17,"1,894641343",A18,"0,8010957443",A19,"2,630393379",A20,"0,6022400272",A21,"0,4355720064",A22,"0,6257533505",A23,"0,3330928594",A24,"1,060436479",A25,"0,9205741975",A26,"1,674518552",A27,"0,3071006064",A28,"0,624181361",A29,"0,2112725362",A30,"0,7812076307",A31,"0,2446110781",A32,"17,59387205",A33,"0,2783915839",A34,"1,883834738",A35,"0,1306960424",A36,"0,416038525",A37,"0,3061956786",A38,"3,107905991",A39,"0,1835892138",A40,"0,2975192284",A41,"0,2865244327",A42,"0,3133881867",A43,"0,4125871413",A44,"0,2106542415",A45,"0,295983742",A46,"0,9343153616",A47,"2,467185629",A48,"0,6998066585",A49,"0,6623294543",A50,"0,6504840984",A51,"2,960125524",A52,"3,108812955",A53,"0,2065419355",A54,"3,117036812",A55,"1,3337858",A56,"2,618987278",A57,"0,1149356653",A58,"0,5596626378",A59,"0,5232736476",A60,"0,4140088432",A61,"1,111658603",A62,"0,2962936874",A63,"3,393229689",A64,"4,911820752",Automated run #429 - North America region analysis (attempt #8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025 10 09 18,2025-10-09T18:18:46.115369,Armenia,"-77,83008619","24,09597207","-76,88249836","25,04173021","24,56885114","-77,35629228","0,947587829","0,9457581401","0,8961889028",50,Built-up,999,All other classes,rf,25,212,100,42,"0,9905660377",1,"0,9814814815",1,"0,9906542056",1,"0,9811320755","0,9904761905",318,106,A03,"11,91156631",A31,"11,89349772",A43,"7,968804195",A32,"7,453193304",A24,"6,673594123",A01,"0,02541526594",A02,"1,599160475",A03,"11,91156631",A04,"0,1655558413",A05,"0,1006327031",A06,"0,02800063791",A07,"0,1265175823",A08,"4,274661441",A09,"0,04441404873",A10,"0,01660550501",A11,"0,08540111358",A12,"0,09589999639",A13,"0,4930080193",A14,"0,006454664325",A15,"1,248576028",A16,"0,06415981937",A17,"0,0187165411",A18,"0,9914436733",A19,"0,0345631963",A20,"4,558676604",A21,"0,3827364796",A22,"0,08559459718",A23,"0,03421125977",A24,"6,673594123",A25,"0,03284074858",A26,"3,144486803",A27,"0,03213169133",A28,"0,5500561304",A29,"0,4490970499",A30,"2,569148153",A31,"11,89349772",A32,"7,453193304",A33,"1,816750152",A34,"2,023102989",A35,"0,3031167174",A36,"0,03861265191",A37,"0,06094054314",A38,"0,03996077664",A39,"0,01278236433",A40,"0,05150044672",A41,"0,1010679947",A42,"0,6748303237",A43,"7,968804195",A44,"0,0657890964",A45,"0,01867729043",A46,"0,1171068894",A47,"2,131137176",A48,"0,2535566067",A49,"5,332361942",A50,"0,1906371495",A51,"0,0803012207",A52,"0,3676242177",A53,"0,0734233266",A54,"3,61463377",A55,"0,6360016786",A56,"4,713582013",A57,"3,407707213",A58,"0,009491974942",A59,"0,01378586165",A60,"0,04300855504",A61,"0,350335027",A62,"0,01109990546",A63,"0,8592491258",A64,"5,429003276",Automated run #430 - North America region analysis (attempt #5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
