date,timestamp,country,min_lon,min_lat,max_lon,max_lat,mean_lat,mean_lon,area,degrees_lon,degrees_lat,code_class1,name_class1,code_class2,name_class2,model,test_data%,samples,scale,seed,accuracy,roc_auc,class_1_pre,class_1_recall,class_1_f1,class_2_precision,class_2_recall,class_2_f1,train_samples,test_samples,embedding,importance,embedding,importance,embedding,importance,embedding,importance,embedding,importance,embedding,impA01,embedding,impA02,embedding,impA03,embedding,impA04,embedding,impA05,embedding,impA06,embedding,impA07,embedding,impA08,embedding,impA09,embedding,impA10,embedding,impA11,embedding,impA12,embedding,impA13,embedding,impA14,embedding,impA15,embedding,impA16,embedding,impA17,embedding,impA18,embedding,impA19,embedding,impA20,embedding,impA21,embedding,impA22,embedding,impA23,embedding,impA24,embedding,impA25,embedding,impA26,embedding,impA27,embedding,impA28,embedding,impA29,embedding,impA30,embedding,impA31,embedding,impA32,embedding,impA33,embedding,impA34,embedding,impA35,embedding,impA36,embedding,impA37,embedding,impA38,embedding,impA39,embedding,impA40,embedding,impA41,embedding,impA42,embedding,impA43,embedding,impA44,embedding,impA45,embedding,impA46,embedding,impA47,embedding,impA48,embedding,impA49,embedding,impA50,embedding,impA51,embedding,impA52,embedding,impA53,embedding,impA54,embedding,impA55,embedding,impA56,embedding,impA57,embedding,impA58,embedding,impA59,embedding,impA60,embedding,impA61,embedding,impA62,embedding,impA63,embedding,impA64,feedback,acc_1e,acc_2e,acc_3e,acc_4e,acc_5e,acc_6e,acc_7e,acc_8e,acc_9e,acc_10e,acc_11e,acc_12e,acc_13e,acc_14e,acc_15e,acc_16e,acc_17e,acc_18e,acc_19e,acc_20e,acc_21e,acc_22e,acc_23e,acc_24e,acc_25e,acc_26e,acc_27e,acc_28e,acc_29e,acc_30e,auc_1e,auc_2e,auc_3e,auc_4e,auc_5e,auc_6e,auc_7e,auc_8e,auc_9e,auc_10e,auc_11e,auc_12e,auc_13e,auc_14e,auc_15e,auc_16e,auc_17e,auc_18e,auc_19e,auc_20e,auc_21e,auc_22e,auc_23e,auc_24e,auc_25e,auc_26e,auc_27e,auc_28e,auc_29e,auc_30e,prec_class1_1e,prec_class1_2e,prec_class1_3e,prec_class1_4e,prec_class1_5e,prec_class1_6e,prec_class1_7e,prec_class1_8e,prec_class1_9e,prec_class1_10e,prec_class1_11e,prec_class1_12e,prec_class1_13e,prec_class1_14e,prec_class1_15e,prec_class1_16e,prec_class1_17e,prec_class1_18e,prec_class1_19e,prec_class1_20e,prec_class1_21e,prec_class1_22e,prec_class1_23e,prec_class1_24e,prec_class1_25e,prec_class1_26e,prec_class1_27e,prec_class1_28e,prec_class1_29e,prec_class1_30e,rec_class1_1e,rec_class1_2e,rec_class1_3e,rec_class1_4e,rec_class1_5e,rec_class1_6e,rec_class1_7e,rec_class1_8e,rec_class1_9e,rec_class1_10e,rec_class1_11e,rec_class1_12e,rec_class1_13e,rec_class1_14e,rec_class1_15e,rec_class1_16e,rec_class1_17e,rec_class1_18e,rec_class1_19e,rec_class1_20e,rec_class1_21e,rec_class1_22e,rec_class1_23e,rec_class1_24e,rec_class1_25e,rec_class1_26e,rec_class1_27e,rec_class1_28e,rec_class1_29e,rec_class1_30e,f1_class1_1e,f1_class1_2e,f1_class1_3e,f1_class1_4e,f1_class1_5e,f1_class1_6e,f1_class1_7e,f1_class1_8e,f1_class1_9e,f1_class1_10e,f1_class1_11e,f1_class1_12e,f1_class1_13e,f1_class1_14e,f1_class1_15e,f1_class1_16e,f1_class1_17e,f1_class1_18e,f1_class1_19e,f1_class1_20e,f1_class1_21e,f1_class1_22e,f1_class1_23e,f1_class1_24e,f1_class1_25e,f1_class1_26e,f1_class1_27e,f1_class1_28e,f1_class1_29e,f1_class1_30e,prec_class2_1e,prec_class2_2e,prec_class2_3e,prec_class2_4e,prec_class2_5e,prec_class2_6e,prec_class2_7e,prec_class2_8e,prec_class2_9e,prec_class2_10e,prec_class2_11e,prec_class2_12e,prec_class2_13e,prec_class2_14e,prec_class2_15e,prec_class2_16e,prec_class2_17e,prec_class2_18e,prec_class2_19e,prec_class2_20e,prec_class2_21e,prec_class2_22e,prec_class2_23e,prec_class2_24e,prec_class2_25e,prec_class2_26e,prec_class2_27e,prec_class2_28e,prec_class2_29e,prec_class2_30e,rec_class2_1e,rec_class2_2e,rec_class2_3e,rec_class2_4e,rec_class2_5e,rec_class2_6e,rec_class2_7e,rec_class2_8e,rec_class2_9e,rec_class2_10e,rec_class2_11e,rec_class2_12e,rec_class2_13e,rec_class2_14e,rec_class2_15e,rec_class2_16e,rec_class2_17e,rec_class2_18e,rec_class2_19e,rec_class2_20e,rec_class2_21e,rec_class2_22e,rec_class2_23e,rec_class2_24e,rec_class2_25e,rec_class2_26e,rec_class2_27e,rec_class2_28e,rec_class2_29e,rec_class2_30e,f1_class2_1e,f1_class2_2e,f1_class2_3e,f1_class2_4e,f1_class2_5e,f1_class2_6e,f1_class2_7e,f1_class2_8e,f1_class2_9e,f1_class2_10e,f1_class2_11e,f1_class2_12e,f1_class2_13e,f1_class2_14e,f1_class2_15e,f1_class2_16e,f1_class2_17e,f1_class2_18e,f1_class2_19e,f1_class2_20e,f1_class2_21e,f1_class2_22e,f1_class2_23e,f1_class2_24e,f1_class2_25e,f1_class2_26e,f1_class2_27e,f1_class2_28e,f1_class2_29e,f1_class2_30e
2025 10 28 07,2025-10-28T07:28:22.601574,Armenia,"-43,81716069","-2,584011179","-43,49923482","-2,206933721","-2,39547245","-43,65819775","0,31792587","0,3770774583","0,119882679",95,Mangroves,999,All other classes,rf,25,107,100,42,"0,962962963","0,9972565158","0,962962963","0,962962963","0,962962963","0,962962963","0,962962963","0,962962963",160,54,A53,"10,33112951",A07,"9,77103761",A10,"9,738302954",A34,"6,290495013",A60,"5,200731659",A01,"0,2955907148",A02,"0,2114246936",A03,"0,2475273021",A04,"0,3928266425",A05,"4,067390107",A06,"0,138994701",A07,"9,77103761",A08,"1,437273396",A09,"0,08796032225",A10,"9,738302954",A11,"0,6950861653",A12,"3,365316691",A13,"0,5617525983",A14,"0,1185218761",A15,"2,045887133",A16,"0,1911424924",A17,"0,6282620915",A18,"1,565834378",A19,"0,7561708666",A20,"0,5410832733",A21,"0,3476033073",A22,"0,2915940888",A23,"1,185704168",A24,"1,039503011",A25,"3,360658161",A26,"0,732380066",A27,"0,4152541098",A28,"0,4402796499",A29,"0,2237676092",A30,"0,1054445532",A31,"0,1288008301",A32,"3,19934159",A33,"2,827271575",A34,"6,290495013",A35,"3,025305319",A36,"0,2624699447",A37,"1,015218863",A38,"0,2146901923",A39,"0,09937364048",A40,"0,2753249827",A41,"1,736558958",A42,"0,8032696358",A43,"0,2504925667",A44,"0,06127541071",A45,"1,276076542",A46,"1,85176721",A47,"0,2130614608",A48,"0,5047045182",A49,"2,689671743",A50,"1,293076017",A51,"0,09112136497",A52,"0,6852601049",A53,"10,33112951",A54,"0,4497685992",A55,"3,529730748",A56,"0,1388014696",A57,"0,4494310103",A58,"1,847477353",A59,"2,472509503",A60,"5,200731659",A61,"0,2187015312",A62,"0,2330394772",A63,"0,2333953128",A64,"1,101081609",Automated run #10 - South America region analysis (attempt #1) - SMART ROI,"0,925926","0,944444","0,962963","0,962963","0,962963","0,962963","0,981481","0,962963","0,962963","0,981481","0,981481","0,981481","0,981481","0,981481","0,981481","0,981481","0,981481","0,981481","0,981481","0,981481","0,962963","0,962963","0,981481","0,981481","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,971879","0,994513","0,974623","0,994513","0,993827","0,994513","0,994513","0,995885","0,994513","0,994513","0,994513","0,994513","0,994513","0,995885","0,995885","0,994513","0,994513","0,994513","0,993141","0,993827","0,997257","0,997257","0,997257","0,997257","0,997257","0,995885","0,997257","0,997257","0,997257","0,997257","0,96",1,"0,962963","0,962963","0,962963","0,962963",1,"0,962963","0,962963",1,1,1,1,1,1,1,1,1,1,1,"0,962963","0,962963",1,1,"0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,888889","0,888889","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,923077","0,941176","0,962963","0,962963","0,962963","0,962963","0,981132","0,962963","0,962963","0,981132","0,981132","0,981132","0,981132","0,981132","0,981132","0,981132","0,981132","0,981132","0,981132","0,981132","0,962963","0,962963","0,981132","0,981132","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,896552","0,9","0,962963","0,962963","0,962963","0,962963","0,964286","0,962963","0,962963","0,964286","0,964286","0,964286","0,964286","0,964286","0,964286","0,964286","0,964286","0,964286","0,964286","0,964286","0,962963","0,962963","0,964286","0,964286","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963",1,"0,962963","0,962963","0,962963","0,962963",1,"0,962963","0,962963",1,1,1,1,1,1,1,1,1,1,1,"0,962963","0,962963",1,1,"0,962963","0,962963","0,962963","0,962963","0,962963","0,962963","0,928571","0,947368","0,962963","0,962963","0,962963","0,962963","0,981818","0,962963","0,962963","0,981818","0,981818","0,981818","0,981818","0,981818","0,981818","0,981818","0,981818","0,981818","0,981818","0,981818","0,962963","0,962963","0,981818","0,981818","0,962963","0,962963","0,962963","0,962963","0,962963","0,962963"
2025 10 28 06,2025-10-28T06:28:19.034429,Armenia,"150,4095653","-23,56153476","151,1547256","-23,00107085","-23,28130281","150,7821455","0,7451603017","0,5604639099","0,4176354562",95,Mangroves,999,All other classes,rf,25,300,100,42,"0,98","0,9913777778","0,9864864865","0,9733333333","0,9798657718","0,9736842105","0,9866666667","0,9801324503",450,150,A10,"14,34446528",A07,"11,87610514",A49,"10,27554561",A27,"8,823795814",A35,"8,245969934",A01,"0,2071925923",A02,"0,1618517695",A03,"0,3680401154",A04,"0,155309195",A05,"2,507041453",A06,"0,6222329487",A07,"11,87610514",A08,"1,476492103",A09,"1,349068681",A10,"14,34446528",A11,"0,3223769664",A12,"0,2969440628",A13,"0,4699929262",A14,"1,062149494",A15,"0,1982614092",A16,"3,279778763",A17,"0,1231848171",A18,"0,4907194041",A19,"0,8702917393",A20,"0,2429852449",A21,"0,07678523185",A22,"0,1412184443",A23,"3,188256447",A24,"0,7765902972",A25,"0,2245323142",A26,"0,4237197035",A27,"8,823795814",A28,"0,2801313637",A29,"0,2370595564",A30,"1,371694318",A31,"0,1151124008",A32,"0,3412722256",A33,"0,2502421011",A34,"1,328466451",A35,"8,245969934",A36,"0,2396330448",A37,"1,228022603",A38,"0,1884595212",A39,"0,1972705842",A40,"1,760185348",A41,"4,1683463",A42,"0,6871708264",A43,"0,2566104856",A44,"0,06041706071",A45,"0,2377247641",A46,"0,3990316543",A47,"0,2278585028",A48,"0,5940956661",A49,"10,27554561",A50,"0,314449767",A51,"0,8081172153",A52,"0,1242642322",A53,"3,121543057",A54,"0,2725424305",A55,"0,1826192304",A56,"0,1021559946",A57,"0,940081793",A58,"0,3520319427",A59,"2,244234899",A60,"3,029108494",A61,"0,4246110835",A62,"0,0792585284",A63,"0,241082396",A64,"0,9941962591",Automated run #1676 - Australia/Oceania region analysis (attempt #1) - SMART ROI,"0,96","0,98","0,96","0,966667","0,96","0,973333","0,966667","0,966667","0,966667","0,966667","0,966667","0,973333","0,966667","0,973333","0,973333","0,98","0,98","0,973333","0,986667","0,98","0,98","0,973333","0,973333","0,973333","0,973333","0,98","0,973333","0,973333","0,973333","0,98","0,984356","0,990578","0,994933","0,990044","0,989422","0,989689","0,993867","0,989689","0,989422","0,9888","0,988889","0,988978","0,991556","0,993156","0,989156","0,9936","0,9896","0,989689","0,989778","0,989778","0,993511","0,989244","0,989422","0,9896","0,989244","0,9928","0,989511","0,989333","0,992889","0,9928","0,972603","0,986486","0,96","0,960526","0,96","0,973333","0,972973","0,972973","0,972973","0,972973","0,972973","0,986301","0,972973","0,986301","0,986301","0,986486","0,986486","0,986301","0,986667","0,973684","0,986486","0,986301","0,986301","0,986301","0,986301","0,986486","0,973333","0,986301","0,986301","0,986486","0,946667","0,973333","0,96","0,973333","0,96","0,973333","0,96","0,96","0,96","0,96","0,96","0,96","0,96","0,96","0,96","0,973333","0,973333","0,96","0,986667","0,986667","0,973333","0,96","0,96","0,96","0,96","0,973333","0,973333","0,96","0,96","0,973333","0,959459","0,979866","0,96","0,966887","0,96","0,973333","0,966443","0,966443","0,966443","0,966443","0,966443","0,972973","0,966443","0,972973","0,972973","0,979866","0,979866","0,972973","0,986667","0,980132","0,979866","0,972973","0,972973","0,972973","0,972973","0,979866","0,973333","0,972973","0,972973","0,979866","0,948052","0,973684","0,96","0,972973","0,96","0,973333","0,960526","0,960526","0,960526","0,960526","0,960526","0,961039","0,960526","0,961039","0,961039","0,973684","0,973684","0,961039","0,986667","0,986486","0,973684","0,961039","0,961039","0,961039","0,961039","0,973684","0,973333","0,961039","0,961039","0,973684","0,973333","0,986667","0,96","0,96","0,96","0,973333","0,973333","0,973333","0,973333","0,973333","0,973333","0,986667","0,973333","0,986667","0,986667","0,986667","0,986667","0,986667","0,986667","0,973333","0,986667","0,986667","0,986667","0,986667","0,986667","0,986667","0,973333","0,986667","0,986667","0,986667","0,960526","0,980132","0,96","0,966443","0,96","0,973333","0,966887","0,966887","0,966887","0,966887","0,966887","0,973684","0,966887","0,973684","0,973684","0,980132","0,980132","0,973684","0,986667","0,979866","0,980132","0,973684","0,973684","0,973684","0,973684","0,980132","0,973333","0,973684","0,973684","0,980132"
2025 10 28 06,2025-10-28T06:28:30.809006,Armenia,"177,4390769","-17,58247089","177,8444681","-17,39186755","-17,48716922","177,6417725","0,4053911978","0,1906033376","0,07726891534",95,Mangroves,999,All other classes,gbt,25,121,100,42,"0,9672131148","0,9967741935","0,9677419355","0,9677419355","0,9677419355","0,9666666667","0,9666666667","0,9666666667",181,61,A37,"91,45173497",A05,"2,874440073",A10,"1,850271161",A49,"0,9579769782",A40,"0,7282920629",A01,"0,0004778859452",A02,0,A03,0,A04,0,A05,"2,874440073",A06,"0,0005838169115",A07,"0,00003318976616",A08,"0,1938309112",A09,"0,0001610160757",A10,"1,850271161",A11,"0,5697898735",A12,0,A13,"0,00004086803739",A14,0,A15,0,A16,"0,01107891233",A17,"0,0000009679646309",A18,0,A19,"0,00001067227958",A20,"0,000009533251405",A21,0,A22,0,A23,"0,1050047827",A24,0,A25,"0,00000004818874736",A26,"0,1729744447",A27,0,A28,0,A29,0,A30,"0,0000000007226053178",A31,"0,0000003687410073",A32,0,A33,"0,00002925460306",A34,"0,008952812021",A35,"0,0706696909",A36,0,A37,"91,45173497",A38,"0,1311823022",A39,"0,005293565596",A40,"0,7282920629",A41,0,A42,"0,004429893813",A43,"0,00000002165245645",A44,"0,00000001772750925",A45,"0,1063275813",A46,"0,009705523343",A47,"0,0007132473413",A48,0,A49,"0,9579769782",A50,"0,00001194834428",A51,"0,2430032467",A52,0,A53,0,A54,"0,002952826392",A55,0,A56,"0,1938144201",A57,0,A58,"0,2541455154",A59,0,A60,0,A61,"0,0341943167",A62,"0,01786114676",A63,"0,0000001309923046",A64,0,Automated run #1677 - Australia/Oceania region analysis (attempt #1) - SMART ROI,"0,95082","0,967213","0,967213","0,95082","0,983607","0,967213","0,967213","0,967213","0,983607","0,967213","0,983607","0,983607","0,983607","0,967213","0,967213","0,967213","0,967213","0,967213","0,967213","0,983607","0,967213","0,967213","0,967213","0,983607","0,967213","0,967213","0,967213","0,967213","0,967213","0,967213","0,996774","0,967742","0,982796","0,965591","0,982258","0,982258","0,998925","0,998925","0,997849","0,996774","0,997849","0,997849","0,996774","0,996774","0,996774","0,996774","0,996774","0,996774","0,997849","0,996774","0,996774","0,996774","0,996774","0,996774","0,996774","0,996774","0,996774","0,996774","0,996774","0,996774","0,9375",1,1,"0,9375",1,"0,967742","0,967742","0,967742",1,"0,967742",1,1,1,"0,967742","0,967742","0,967742","0,967742","0,967742","0,967742",1,"0,967742","0,967742","0,967742",1,"0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,935484","0,935484","0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,952381","0,966667","0,966667","0,952381","0,983607","0,967742","0,967742","0,967742","0,983607","0,967742","0,983607","0,983607","0,983607","0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,983607","0,967742","0,967742","0,967742","0,983607","0,967742","0,967742","0,967742","0,967742","0,967742","0,967742","0,965517","0,9375","0,9375","0,965517","0,967742","0,966667","0,966667","0,966667","0,967742","0,966667","0,967742","0,967742","0,967742","0,966667","0,966667","0,966667","0,966667","0,966667","0,966667","0,967742","0,966667","0,966667","0,966667","0,967742","0,966667","0,966667","0,966667","0,966667","0,966667","0,966667","0,933333",1,1,"0,933333",1,"0,966667","0,966667","0,966667",1,"0,966667",1,1,1,"0,966667","0,966667","0,966667","0,966667","0,966667","0,966667",1,"0,966667","0,966667","0,966667",1,"0,966667","0,966667","0,966667","0,966667","0,966667","0,966667","0,949153","0,967742","0,967742","0,949153","0,983607","0,966667","0,966667","0,966667","0,983607","0,966667","0,983607","0,983607","0,983607","0,966667","0,966667","0,966667","0,966667","0,966667","0,966667","0,983607","0,966667","0,966667","0,966667","0,983607","0,966667","0,966667","0,966667","0,966667","0,966667","0,966667"
2025 10 28 06,2025-10-28T06:28:57.422102,Armenia,"136,7140229","-5,329745075","137,631315","-4,401933889","-4,865839482","137,1726689","0,9172920551","0,927811186","0,8510738296",95,Mangroves,999,All other classes,lgb,25,162,100,42,"0,9382716049","0,9890243902","0,9736842105","0,9024390244","0,9367088608","0,9069767442","0,975","0,9397590361",243,81,A60,"20,26578073",A10,"10,85271318",A23,"7,641196013",A50,"7,419712071",A37,"6,42303433",A01,"0,6644518272",A02,"0,553709856",A03,0,A04,"0,3322259136",A05,"1,218161683",A06,0,A07,0,A08,"1,107419712",A09,"0,553709856",A10,"10,85271318",A11,0,A12,"0,4429678848",A13,"5,426356589",A14,0,A15,"2,436323367",A16,"2,104097453",A17,"0,553709856",A18,"5,094130676",A19,"0,9966777409",A20,"0,2214839424",A21,0,A22,0,A23,"7,641196013",A24,"0,1107419712",A25,"0,4429678848",A26,"0,9966777409",A27,0,A28,"1,661129568",A29,0,A30,"0,4429678848",A31,"0,1107419712",A32,"0,3322259136",A33,0,A34,"2,214839424",A35,"0,3322259136",A36,0,A37,"6,42303433",A38,"0,2214839424",A39,0,A40,0,A41,"0,4429678848",A42,0,A43,"1,328903654",A44,"0,2214839424",A45,0,A46,0,A47,"0,3322259136",A48,"2,104097453",A49,"0,2214839424",A50,"7,419712071",A51,"0,8859357697",A52,0,A53,"1,107419712",A54,"0,1107419712",A55,"1,661129568",A56,0,A57,"4,872646733",A58,"0,2214839424",A59,0,A60,"20,26578073",A61,"4,651162791",A62,"0,2214839424",A63,0,A64,"0,4429678848",Automated run #1678 - Asia region analysis (attempt #1) - SMART ROI,"0,91358","0,925926","0,925926","0,925926","0,91358","0,938272","0,938272","0,938272","0,938272","0,938272","0,938272","0,938272","0,938272","0,938272","0,938272","0,938272","0,938272","0,938272","0,938272","0,938272","0,938272","0,938272","0,938272","0,938272","0,938272","0,938272","0,938272","0,938272","0,938272","0,938272","0,920732","0,960671","0,964024","0,972561","0,987805","0,98811","0,986585","0,986585","0,987805","0,98628","0,98628","0,98689","0,98872","0,98872","0,989939","0,988415","0,990244","0,992073","0,990244","0,990244","0,990854","0,991463","0,989024","0,989634","0,988415","0,990854","0,990244","0,990244","0,991463","0,991463","0,947368","0,948718","0,948718","0,948718","0,947368","0,973684","0,973684","0,973684","0,973684","0,973684","0,973684","0,973684","0,973684","0,973684","0,973684","0,973684","0,973684","0,973684","0,973684","0,973684","0,973684","0,973684","0,973684","0,973684","0,973684","0,973684","0,973684","0,973684","0,973684","0,973684","0,878049","0,902439","0,902439","0,902439","0,878049","0,902439","0,902439","0,902439","0,902439","0,902439","0,902439","0,902439","0,902439","0,902439","0,902439","0,902439","0,902439","0,902439","0,902439","0,902439","0,902439","0,902439","0,902439","0,902439","0,902439","0,902439","0,902439","0,902439","0,902439","0,902439","0,911392","0,925","0,925","0,925","0,911392","0,936709","0,936709","0,936709","0,936709","0,936709","0,936709","0,936709","0,936709","0,936709","0,936709","0,936709","0,936709","0,936709","0,936709","0,936709","0,936709","0,936709","0,936709","0,936709","0,936709","0,936709","0,936709","0,936709","0,936709","0,936709","0,883721","0,904762","0,904762","0,904762","0,883721","0,906977","0,906977","0,906977","0,906977","0,906977","0,906977","0,906977","0,906977","0,906977","0,906977","0,906977","0,906977","0,906977","0,906977","0,906977","0,906977","0,906977","0,906977","0,906977","0,906977","0,906977","0,906977","0,906977","0,906977","0,906977","0,95","0,95","0,95","0,95","0,95","0,975","0,975","0,975","0,975","0,975","0,975","0,975","0,975","0,975","0,975","0,975","0,975","0,975","0,975","0,975","0,975","0,975","0,975","0,975","0,975","0,975","0,975","0,975","0,975","0,975","0,915663","0,926829","0,926829","0,926829","0,915663","0,939759","0,939759","0,939759","0,939759","0,939759","0,939759","0,939759","0,939759","0,939759","0,939759","0,939759","0,939759","0,939759","0,939759","0,939759","0,939759","0,939759","0,939759","0,939759","0,939759","0,939759","0,939759","0,939759","0,939759","0,939759"
2025 10 28 06,2025-10-28T06:30:02.286490,Armenia,"137,8108365","-8,472418617","138,6006266","-8,266119562","-8,36926909","138,2057315","0,7897901163","0,2062990553","0,1629329548",95,Mangroves,999,All other classes,rf,25,163,100,42,"0,9512195122","0,9857227841","0,9302325581","0,9756097561","0,9523809524","0,9743589744","0,9268292683","0,95",244,82,A60,"10,54112065",A12,"8,567191231",A23,"6,943431756",A11,"6,614720354",A59,"5,9024993",A01,"0,5788585515",A02,"0,3472439137",A03,"0,3446210733",A04,"1,168456929",A05,"2,783523327",A06,"0,3445713335",A07,"4,122329524",A08,"0,2476378477",A09,"0,3199679232",A10,"0,7263063473",A11,"6,614720354",A12,"8,567191231",A13,"0,4090917781",A14,"0,3536971376",A15,"0,2133268549",A16,"0,5321071893",A17,"0,9155748009",A18,"0,4987971302",A19,"0,7162909533",A20,"0,3751494936",A21,"0,3337785125",A22,"0,4378532522",A23,"6,943431756",A24,"0,3130796022",A25,"0,2261720883",A26,"1,109449749",A27,"0,2441992189",A28,"0,6434661137",A29,"1,068132066",A30,"0,4759540797",A31,"1,306080954",A32,"4,434353245",A33,"0,1878150503",A34,"4,19993539",A35,"2,290658836",A36,"0,352156634",A37,"0,955868751",A38,"0,3052609804",A39,"2,60040741",A40,"0,4659446219",A41,"0,5452931493",A42,"1,039727814",A43,"0,8442053881",A44,"1,61626612",A45,"3,743064819",A46,"1,433145363",A47,"0,4822833038",A48,"0,1690879972",A49,"1,631332697",A50,"0,7359073518",A51,"0,3826948575",A52,"0,3292827027",A53,"5,780701041",A54,"0,2148311547",A55,"0,2090334284",A56,"0,5109931997",A57,"1,020501696",A58,"0,5510377731",A59,"5,9024993",A60,"10,54112065",A61,"1,527675483",A62,"0,7363790776",A63,"0,5471415352",A64,"0,4323320921",Automated run #1679 - Asia region analysis (attempt #1) - SMART ROI,"0,926829","0,902439","0,902439","0,890244","0,95122","0,939024","0,95122","0,95122","0,95122","0,95122","0,95122","0,963415","0,963415","0,939024","0,939024","0,95122","0,95122","0,963415","0,95122","0,95122","0,95122","0,95122","0,95122","0,95122","0,95122","0,95122","0,963415","0,95122","0,963415","0,963415","0,935753","0,94765","0,968769","0,969363","0,973528","0,978287","0,977097","0,98483","0,986615","0,983938","0,981559","0,988995","0,985128","0,982748","0,983641","0,982748","0,984236","0,98602","0,984236","0,984236","0,986913","0,985723","0,98721","0,986913","0,985723","0,986615","0,987507","0,988697","0,98602","0,98483","0,906977","0,902439","0,883721","0,880952","0,930233","0,909091","0,930233","0,930233","0,930233","0,930233","0,930233","0,931818","0,931818","0,928571","0,928571","0,930233","0,930233","0,931818","0,930233","0,930233","0,930233","0,930233","0,930233","0,930233","0,930233","0,930233","0,931818","0,930233","0,931818","0,931818","0,95122","0,902439","0,926829","0,902439","0,97561","0,97561","0,97561","0,97561","0,97561","0,97561","0,97561",1,1,"0,95122","0,95122","0,97561","0,97561",1,"0,97561","0,97561","0,97561","0,97561","0,97561","0,97561","0,97561","0,97561",1,"0,97561",1,1,"0,928571","0,902439","0,904762","0,891566","0,952381","0,941176","0,952381","0,952381","0,952381","0,952381","0,952381","0,964706","0,964706","0,939759","0,939759","0,952381","0,952381","0,964706","0,952381","0,952381","0,952381","0,952381","0,952381","0,952381","0,952381","0,952381","0,964706","0,952381","0,964706","0,964706","0,948718","0,902439","0,923077","0,9","0,974359","0,973684","0,974359","0,974359","0,974359","0,974359","0,974359",1,1,"0,95","0,95","0,974359","0,974359",1,"0,974359","0,974359","0,974359","0,974359","0,974359","0,974359","0,974359","0,974359",1,"0,974359",1,1,"0,902439","0,902439","0,878049","0,878049","0,926829","0,902439","0,926829","0,926829","0,926829","0,926829","0,926829","0,926829","0,926829","0,926829","0,926829","0,926829","0,926829","0,926829","0,926829","0,926829","0,926829","0,926829","0,926829","0,926829","0,926829","0,926829","0,926829","0,926829","0,926829","0,926829","0,925","0,902439","0,9","0,888889","0,95","0,936709","0,95","0,95","0,95","0,95","0,95","0,962025","0,962025","0,938272","0,938272","0,95","0,95","0,962025","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,962025","0,95","0,962025","0,962025"
